"district_code","district_name","municipality","pop_density","pop","land_ha","water_ha","tot_ha","av_inc_rec","num_inc_rec","house_stock","av_house_val","year"
"WK001400","Wijk 00 Binnenstad","Groningen",11331,18080,160,11,171,23.5,12000,9242,171,2013
"WK001401","Wijk 01 Schilders- en Zeeheldenwijk","Groningen",6956,24530,353,15,368,23,16700,11559,156,2013
"WK001402","Wijk 02 Oranjewijk","Groningen",1859,24330,1309,45,1354,24.5,16400,12883,144,2013
"WK001403","Wijk 03 Korrewegwijk","Groningen",9993,17750,178,9,186,21,12500,9036,134,2013
"WK001404","Wijk 04 Oosterparkwijk","Groningen",6698,11980,179,10,189,23.4,8700,6727,134,2013
"WK001405","Wijk 05 Oosterpoortwijk","Groningen",566,9370,1657,108,1765,31,6600,4415,203,2013
"WK001406","Wijk 06 Herewegwijk en Helpman","Groningen",4924,24690,501,6,507,32.5,17800,12707,191,2013
"WK001407","Wijk 07 Stadsparkwijk","Groningen",2262,16050,710,71,781,31.7,11600,8127,199,2013
"WK001408","Wijk 08 Hoogkerk","Groningen",916,15745,1719,208,1928,31.1,10600,6043,203,2013
"WK001409","Wijk 09 Noorddijk","Groningen",3096,32880,1062,65,1127,27.8,22700,14552,155,2013
"WK034401","Wijk 01 West","Utrecht",3418,27675,810,89,898,32.9,19700,12104,226,2013
"WK034402","Wijk 02 Noordwest","Utrecht",9562,42085,440,13,453,26.5,31100,19650,185,2013
"WK034403","Wijk 03 Overvecht","Utrecht",3844,31555,821,27,848,23.5,21300,14850,151,2013
"WK034404","Wijk 04 Noordoost","Utrecht",7463,37220,499,9,507,38.4,26200,17329,292,2013
"WK034405","Wijk 05 Oost","Utrecht",2876,31055,1080,24,1104,36.2,21300,14738,324,2013
"WK034406","Wijk 06 Binnenstad","Utrecht",6524,16975,260,10,271,36.9,13000,9001,294,2013
"WK034407","Wijk 07 Zuid","Utrecht",5700,26415,463,10,473,30.3,19000,12726,194,2013
"WK034408","Wijk 08 Zuidwest","Utrecht",7208,36330,504,51,555,28.1,24700,16479,181,2013
"WK034409","Wijk 09 Leidsche Rijn","Utrecht",2632,27765,1055,71,1126,39.7,17800,10940,269,2013
"WK034410","Wijk 10 Vleuten-De Meern","Utrecht",1283,44835,3495,190,3685,37.9,30000,17307,285,2013
"WK036300","Stadsdeel Centrum","Amsterdam",13665,85805,628,176,804,39.8,62800,53750,318,2013
"WK036301","Stadsdeel Westpoort","Amsterdam",19,505,2605,924,3528,21.8,300,109,200,2013
"WK036302","Stadsdeel West","Amsterdam",15874,138535,873,117,990,31.4,99900,75867,219,2013
"WK036303","Stadsdeel Nieuw-West","Amsterdam",4883,141785,2904,333,3236,28.3,93500,62355,191,2013
"WK036304","Stadsdeel Zuid","Amsterdam",8833,137675,1559,182,1741,41.6,101700,77533,319,2013
"WK036305","Stadsdeel Oost","Amsterdam",6948,122825,1768,476,2244,34.4,83700,61724,246,2013
"WK036306","Stadsdeel Noord","Amsterdam",2098,88420,4214,687,4901,26.7,60600,40944,181,2013
"WK036307","Stadsdeel Zuidoost","Amsterdam",4126,83715,2029,182,2211,25.9,55800,38845,150,2013
"WK051801","Wijk 01 Oostduinen","'s-Gravenhage",NA,0,301,10,311,NA,NA,2,NA,2013
"WK051802","Wijk 02 Belgisch Park","'s-Gravenhage",7816,7895,101,0,101,42.9,5100,3960,320,2013
"WK051803","Wijk 03 Westbroekpark en Duttendel","'s-Gravenhage",1103,1890,172,8,179,69.4,1100,992,593,2013
"WK051804","Wijk 04 Benoordenhout","'s-Gravenhage",4814,12915,268,6,274,61.7,8300,7128,404,2013
"WK051805","Wijk 05 Archipelbuurt","'s-Gravenhage",6622,5755,87,0,87,63.3,3900,3546,412,2013
"WK051806","Wijk 06 Van Stolkpark en Scheveningse Bo","'s-Gravenhage",686,745,108,3,111,75.6,400,371,596,2013
"WK051807","Wijk 07 Scheveningen","'s-Gravenhage",7735,16360,212,2,213,33.1,11600,9531,232,2013
"WK051808","Wijk 08 Duindorp","'s-Gravenhage",6484,5490,85,0,85,27.2,3900,2623,159,2013
"WK051809","Wijk 09 Geuzen- en Statenkwartier","'s-Gravenhage",10019,13340,133,2,135,47.7,8700,6858,359,2013
"WK051810","Wijk 10 Zorgvliet","'s-Gravenhage",435,375,86,1,88,80.3,300,311,571,2013
"WK051811","Wijk 11 Duinoord","'s-Gravenhage",11211,7285,65,3,68,47.5,4900,3909,306,2013
"WK051812","Wijk 12 Bomen- en Bloemenbuurt","'s-Gravenhage",10019,14115,141,2,142,35.9,10500,7583,213,2013
"WK051813","Wijk 13 Vogelwijk","'s-Gravenhage",1928,5020,260,0,260,60.7,3200,2136,551,2013
"WK051814","Wijk 14 Bohemen en Meer en Bos","'s-Gravenhage",3799,4675,123,4,127,36.8,3700,2947,210,2013
"WK051815","Wijk 15 Kijkduin en Ockenburgh","'s-Gravenhage",523,2250,431,10,440,47.5,1500,1034,465,2013
"WK051816","Wijk 16 Kraayenstein en de Uithof","'s-Gravenhage",1588,4810,303,33,336,37.5,3400,2413,259,2013
"WK051817","Wijk 17 Loosduinen","'s-Gravenhage",6416,17335,270,4,274,29.6,12700,8293,178,2013
"WK051818","Wijk 18 Waldeck","'s-Gravenhage",9032,16390,181,4,185,29.1,12400,9160,167,2013
"WK051819","Wijk 19 Vruchtenbuurt","'s-Gravenhage",9210,9540,104,0,104,37.9,6800,4511,219,2013
"WK051820","Wijk 20 Valkenboskwartier","'s-Gravenhage",16926,17960,106,1,107,28.7,12500,9210,152,2013
"WK051821","Wijk 21 Regentessekwartier","'s-Gravenhage",14605,13355,91,3,94,30.4,9300,6351,190,2013
"WK051822","Wijk 22 Zeeheldenkwartier","'s-Gravenhage",13780,11200,81,0,81,35.4,7300,6104,239,2013
"WK051823","Wijk 23 Willemspark","'s-Gravenhage",4024,1390,35,0,35,59.8,1000,1124,328,2013
"WK051824","Wijk 24 Haagse Bos","'s-Gravenhage",357,420,117,10,128,40.4,300,327,169,2013
"WK051825","Wijk 25 Mariahoeve en Marlot","'s-Gravenhage",4516,13710,304,5,309,31.4,9900,8375,151,2013
"WK051826","Wijk 26 Bezuidenhout","'s-Gravenhage",7947,15265,192,1,193,38.6,11100,8904,205,2013
"WK051827","Wijk 27 Stationsbuurt","'s-Gravenhage",10375,9725,94,0,94,25.8,6300,5652,131,2013
"WK051828","Wijk 28 Centrum","'s-Gravenhage",8937,17995,201,3,205,32.9,12800,11547,197,2013
"WK051829","Wijk 29 Schildersbuurt","'s-Gravenhage",22145,32430,146,0,146,19.7,18400,12621,118,2013
"WK051830","Wijk 30 Transvaalkwartier","'s-Gravenhage",18845,15435,82,0,82,20.9,8800,5929,120,2013
"WK051831","Wijk 31 Rustenburg en Oostbroek","'s-Gravenhage",19722,18500,94,1,95,25.4,11900,8254,118,2013
"WK051832","Wijk 32 Leyenburg","'s-Gravenhage",11430,14570,127,8,135,28.7,10800,7539,139,2013
"WK051833","Wijk 33 Bouwlust en Vrederust","'s-Gravenhage",6532,27400,419,9,428,23.9,17700,12436,125,2013
"WK051834","Wijk 34 Morgenstond","'s-Gravenhage",10482,17625,168,1,169,24.8,12300,9340,117,2013
"WK051835","Wijk 35 Zuiderpark","'s-Gravenhage",172,170,98,10,108,20.4,200,103,103,2013
"WK051836","Wijk 36 Moerwijk","'s-Gravenhage",11048,19705,178,2,180,22.2,12900,9948,99,2013
"WK051837","Wijk 37 Groente- en Fruitmarkt","'s-Gravenhage",11665,5195,45,5,50,24,2900,1678,145,2013
"WK051838","Wijk 38 Laakkwartier en Spoorwijk","'s-Gravenhage",14827,39825,269,12,281,23.5,24400,17918,119,2013
"WK051839","Wijk 39 Binckhorst","'s-Gravenhage",224,300,134,11,146,22.2,200,158,94,2013
"WK051840","Wijk 40 Wateringse Veld","'s-Gravenhage",6561,20400,311,17,328,36.7,12800,7258,264,2013
"WK051841","Wijk 41 Hoornwijk","'s-Gravenhage",49,175,357,15,372,53.9,100,64,465,2013
"WK051842","Wijk 42 Ypenburg","'s-Gravenhage",5714,26090,457,48,505,40.2,15700,9623,283,2013
"WK051843","Wijk 43 Forepark","'s-Gravenhage",56,165,296,8,304,36.7,100,41,NA,2013
"WK051844","Wijk 44 Leidschenveen","'s-Gravenhage",5859,20640,352,24,376,38.4,12900,7070,281,2013
"WK059901","Wijk 01 Rotterdam Centrum","Rotterdam",7381,30510,413,80,493,34.5,22000,18555,172,2013
"WK059903","Wijk 03 Delfshaven","Rotterdam",14780,74365,503,76,580,25.1,47600,34927,125,2013
"WK059904","Wijk 04 Overschie","Rotterdam",1070,16195,1514,66,1580,29.4,11400,7855,155,2013
"WK059905","Wijk 05 Noord","Rotterdam",9830,50705,516,21,537,29,35800,27074,138,2013
"WK059906","Wijk 06 Hillegersberg-Schiebroek","Rotterdam",3672,42840,1167,159,1326,40.5,28900,20419,251,2013
"WK059908","Wijk 08 Kralingen-Crooswijk","Rotterdam",4863,50855,1046,231,1277,31.4,33700,27068,178,2013
"WK059910","Wijk 10 Feijenoord","Rotterdam",10923,72300,662,193,855,25,46600,34922,125,2013
"WK059912","Wijk 12 IJsselmonde","Rotterdam",4971,58700,1181,128,1309,26.5,40800,28547,132,2013
"WK059913","Wijk 13 Pernis","Rotterdam",3043,4780,157,4,161,30.1,3500,2194,159,2013
"WK059914","Wijk 14 Prins Alexander","Rotterdam",5345,93925,1757,103,1860,32.4,67500,44937,181,2013
"WK059915","Wijk 15 Charlois","Rotterdam",5671,64445,1136,70,1206,24.6,42800,33545,100,2013
"WK059916","Wijk 16 Hoogvliet","Rotterdam",3465,33960,980,93,1073,28.4,24500,15897,150,2013
"WK059917","Wijk 17 Hoek van Holland","Rotterdam",720,10070,1399,428,1827,31,7700,5605,226,2013
"WK059918","Wijk 18 Spaanse Polder","Rotterdam",74,135,185,20,205,NA,100,36,NA,2013
"WK059919","Wijk 19 Nieuw Mathenesse","Rotterdam",14,15,133,84,217,NA,NA,8,NA,2013
"WK059921","Wijk 21 Waalhaven","Rotterdam",4,35,888,597,1485,NA,NA,40,NA,2013
"WK059922","Wijk 22 Vondelingenplaat","Rotterdam",NA,0,683,231,914,NA,NA,2,NA,2013
"WK059923","Wijk 23 Botlek","Rotterdam",NA,5,5766,3970,9736,NA,NA,5,NA,2013
"WK059924","Wijk 24 Bedrijvenpark Noord-West","Rotterdam",16,15,111,6,116,NA,NA,1,NA,2013
"WK059925","Wijk 25 Rivium","Rotterdam",NA,0,10,2,12,NA,NA,0,NA,2013
"WK059926","Wijk 26 Bedrijventerrein Schieveen","Rotterdam",NA,0,152,0,152,NA,NA,0,NA,2013
"WK059927","Wijk 27 Rozenburg","Rotterdam",2746,12415,452,198,650,31.6,9000,5715,167,2013
"WK001400","Wijk 00 Binnenstad","Groningen",11717,18695,160,11,171,19,16000,9341,162,2014
"WK001401","Wijk 01 Schilders- en Zeeheldenwijk","Groningen",7105,25055,353,15,368,19.7,20700,11776,146,2014
"WK001402","Wijk 02 Oranjewijk","Groningen",1882,24640,1309,45,1354,22.3,18900,13208,138,2014
"WK001403","Wijk 03 Korrewegwijk","Groningen",10104,17945,178,9,186,18.7,14900,9287,127,2014
"WK001404","Wijk 04 Oosterparkwijk","Groningen",6854,12260,179,10,189,21.3,10200,7079,126,2014
"WK001405","Wijk 05 Oosterpoortwijk","Groningen",582,9635,1657,108,1765,27.5,7600,4577,186,2014
"WK001406","Wijk 06 Herewegwijk en Helpman","Groningen",4994,25040,501,6,507,30,19800,12771,184,2014
"WK001407","Wijk 07 Stadsparkwijk","Groningen",2318,16445,710,71,781,30,12800,8327,188,2014
"WK001408","Wijk 08 Hoogkerk","Groningen",915,15735,1719,208,1928,30.1,11100,6042,196,2014
"WK001409","Wijk 09 Noorddijk","Groningen",3093,32855,1062,65,1127,26.4,24600,14623,148,2014
"WK034401","Wijk 01 West","Utrecht",3465,28055,810,89,898,31.1,21900,12114,211,2014
"WK034402","Wijk 02 Noordwest","Utrecht",9857,43385,440,13,453,24.9,35400,19931,174,2014
"WK034403","Wijk 03 Overvecht","Utrecht",3925,32220,821,27,848,21.9,23800,15222,141,2014
"WK034404","Wijk 04 Noordoost","Utrecht",7508,37445,499,9,507,35.9,29400,17580,278,2014
"WK034405","Wijk 05 Oost","Utrecht",2949,31845,1080,24,1104,32,25500,14587,320,2014
"WK034406","Wijk 06 Binnenstad","Utrecht",6671,17360,260,10,271,34.3,14900,9046,283,2014
"WK034407","Wijk 07 Zuid","Utrecht",5754,26670,463,10,473,28.6,20900,12860,181,2014
"WK034408","Wijk 08 Zuidwest","Utrecht",7319,36885,504,51,555,26.3,27700,16500,169,2014
"WK034409","Wijk 09 Leidsche Rijn","Utrecht",2721,28700,1055,71,1126,38.4,19400,11034,252,2014
"WK034410","Wijk 10 Vleuten-De Meern","Utrecht",1305,45590,3495,190,3685,37.2,31800,17455,270,2014
"WK036300","Stadsdeel Centrum","Amsterdam",13698,86010,628,176,804,37.4,70000,53800,309,2014
"WK036301","Stadsdeel Westpoort","Amsterdam",16,420,2605,924,3528,20.4,200,108,202,2014
"WK036302","Stadsdeel West","Amsterdam",16152,140960,873,117,990,29.5,112400,76489,211,2014
"WK036303","Stadsdeel Nieuw-West","Amsterdam",4956,143975,2905,348,3253,26.3,104800,62749,181,2014
"WK036304","Stadsdeel Zuid","Amsterdam",8950,139490,1559,183,1741,39.8,111700,77723,308,2014
"WK036305","Stadsdeel Oost","Amsterdam",7098,126140,1777,475,2252,32.2,95100,62980,234,2014
"WK036306","Stadsdeel Noord","Amsterdam",2134,89900,4214,685,4898,25.2,67100,41425,175,2014
"WK036307","Stadsdeel Zuidoost","Amsterdam",4142,84030,2029,182,2211,23.9,62400,38423,143,2014
"WK051801","Wijk 01 Oostduinen","'s-Gravenhage",NA,0,301,10,311,NA,0,2,NA,2014
"WK051802","Wijk 02 Belgisch Park","'s-Gravenhage",7806,7885,101,0,101,40.1,5700,4035,300,2014
"WK051803","Wijk 03 Westbroekpark en Duttendel","'s-Gravenhage",1110,1905,172,8,179,62.6,1300,1246,555,2014
"WK051804","Wijk 04 Benoordenhout","'s-Gravenhage",4899,13140,268,6,274,59,9000,7349,381,2014
"WK051805","Wijk 05 Archipelbuurt","'s-Gravenhage",6590,5730,87,0,87,60.6,4100,3580,380,2014
"WK051806","Wijk 06 Van Stolkpark en Scheveningse Bosjes","'s-Gravenhage",699,755,108,3,111,72.3,500,454,557,2014
"WK051807","Wijk 07 Scheveningen","'s-Gravenhage",7835,16570,212,0,212,31.6,12700,9661,219,2014
"WK051808","Wijk 08 Duindorp","'s-Gravenhage",6717,5685,85,0,85,26.7,4400,2833,156,2014
"WK051809","Wijk 09 Geuzen- en Statenkwartier","'s-Gravenhage",10086,13430,133,2,135,45.2,9400,6980,333,2014
"WK051810","Wijk 10 Zorgvliet","'s-Gravenhage",458,395,86,1,88,81.6,300,307,530,2014
"WK051811","Wijk 11 Duinoord","'s-Gravenhage",11408,7410,65,3,68,45.6,5500,3960,286,2014
"WK051812","Wijk 12 Bomen- en Bloemenbuurt","'s-Gravenhage",10125,14260,141,2,142,34.4,11100,7597,206,2014
"WK051813","Wijk 13 Vogelwijk","'s-Gravenhage",1931,5025,260,0,260,58.5,3400,2126,523,2014
"WK051814","Wijk 14 Bohemen en Meer en Bos","'s-Gravenhage",3796,4670,123,4,127,35.4,3900,3057,201,2014
"WK051815","Wijk 15 Kijkduin en Ockenburgh","'s-Gravenhage",510,2195,431,10,440,46.4,1600,1034,435,2014
"WK051816","Wijk 16 Kraayenstein en de Uithof","'s-Gravenhage",1602,4855,303,33,336,35.9,3600,2423,243,2014
"WK051817","Wijk 17 Loosduinen","'s-Gravenhage",6391,17270,270,4,274,28.4,13400,8509,167,2014
"WK051818","Wijk 18 Waldeck","'s-Gravenhage",9213,16720,181,4,185,28,13300,9673,157,2014
"WK051819","Wijk 19 Vruchtenbuurt","'s-Gravenhage",9289,9620,104,0,104,36.2,7300,4511,210,2014
"WK051820","Wijk 20 Valkenboskwartier","'s-Gravenhage",17045,18085,106,1,107,26.6,13900,9330,145,2014
"WK051821","Wijk 21 Regentessekwartier","'s-Gravenhage",14866,13590,91,3,94,28.8,10100,6725,178,2014
"WK051822","Wijk 22 Zeeheldenkwartier","'s-Gravenhage",13398,10890,81,0,81,33.3,8100,6303,222,2014
"WK051823","Wijk 23 Willemspark","'s-Gravenhage",4137,1430,35,0,35,51.7,1100,1123,302,2014
"WK051824","Wijk 24 Haagse Bos","'s-Gravenhage",341,400,117,10,128,41,300,413,159,2014
"WK051825","Wijk 25 Mariahoeve en Marlot","'s-Gravenhage",4584,13915,304,5,309,29.8,10700,8486,139,2014
"WK051826","Wijk 26 Bezuidenhout","'s-Gravenhage",8389,16115,192,1,193,36.3,12400,9318,189,2014
"WK051827","Wijk 27 Stationsbuurt","'s-Gravenhage",11016,10325,94,0,94,22.8,7700,6285,128,2014
"WK051828","Wijk 28 Centrum","'s-Gravenhage",8909,17935,201,3,205,31,14300,11621,188,2014
"WK051829","Wijk 29 Schildersbuurt","'s-Gravenhage",21656,31715,146,0,146,17.4,21300,12742,110,2014
"WK051830","Wijk 30 Transvaalkwartier","'s-Gravenhage",19077,15625,82,0,82,18.6,10300,5931,115,2014
"WK051831","Wijk 31 Rustenburg en Oostbroek","'s-Gravenhage",19470,18260,94,1,95,23.3,13100,8260,113,2014
"WK051832","Wijk 32 Leyenburg","'s-Gravenhage",11447,14595,127,8,135,27.5,11400,7542,131,2014
"WK051833","Wijk 33 Bouwlust en Vrederust","'s-Gravenhage",6520,27345,419,9,428,22.1,19400,12456,119,2014
"WK051834","Wijk 34 Morgenstond","'s-Gravenhage",10634,17880,168,1,169,23.2,13600,9679,111,2014
"WK051835","Wijk 35 Zuiderpark","'s-Gravenhage",166,160,98,10,108,20.6,200,102,96,2014
"WK051836","Wijk 36 Moerwijk","'s-Gravenhage",11081,19760,178,2,180,20.4,14400,10213,95,2014
"WK051837","Wijk 37 Groente- en Fruitmarkt","'s-Gravenhage",11582,5160,45,5,50,20.6,3400,1678,139,2014
"WK051838","Wijk 38 Laakkwartier en Spoorwijk","'s-Gravenhage",14667,39395,269,12,281,21.1,28000,18089,115,2014
"WK051839","Wijk 39 Binckhorst","'s-Gravenhage",229,305,134,11,146,19.9,200,158,41,2014
"WK051840","Wijk 40 Wateringse Veld","'s-Gravenhage",6673,20745,311,17,328,34.3,14100,7385,245,2014
"WK051841","Wijk 41 Hoornwijk","'s-Gravenhage",49,175,357,15,372,48.4,100,64,432,2014
"WK051842","Wijk 42 Ypenburg","'s-Gravenhage",5868,26795,457,48,505,37.3,17700,9645,260,2014
"WK051843","Wijk 43 Forepark","'s-Gravenhage",52,155,296,8,304,42.6,100,40,NA,2014
"WK051844","Wijk 44 Leidschenveen","'s-Gravenhage",5850,20610,352,24,376,36.6,13900,7069,268,2014
"WK059901","Wijk 01 Rotterdam Centrum","Rotterdam",7548,31200,413,80,493,32.3,25400,19048,169,2014
"WK059903","Wijk 03 Delfshaven","Rotterdam",14480,74580,515,76,591,22.7,55000,35017,121,2014
"WK059904","Wijk 04 Overschie","Rotterdam",1095,16570,1514,66,1580,28.7,12500,7884,157,2014
"WK059905","Wijk 05 Noord","Rotterdam",9848,50795,516,21,537,27.2,39600,27246,133,2014
"WK059906","Wijk 06 Hillegersberg-Schiebroek","Rotterdam",3708,43255,1167,159,1326,38.8,31200,20495,245,2014
"WK059908","Wijk 08 Kralingen-Crooswijk","Rotterdam",4892,51165,1046,231,1277,28.8,38400,26743,172,2014
"WK059910","Wijk 10 Feijenoord","Rotterdam",10907,72190,662,193,855,23.2,52400,35067,120,2014
"WK059912","Wijk 12 IJsselmonde","Rotterdam",4954,58500,1181,128,1309,25.2,43500,28689,127,2014
"WK059913","Wijk 13 Pernis","Rotterdam",3036,4795,158,4,162,29,3700,2194,153,2014
"WK059914","Wijk 14 Prins Alexander","Rotterdam",5346,93935,1757,103,1860,31,71800,45038,178,2014
"WK059915","Wijk 15 Charlois","Rotterdam",5678,64530,1136,70,1206,22.9,46800,33453,95,2014
"WK059916","Wijk 16 Hoogvliet","Rotterdam",3488,34190,980,93,1073,27.2,26400,16006,143,2014
"WK059917","Wijk 17 Hoek van Holland","Rotterdam",719,10065,1399,1447,2847,30.1,8100,5605,214,2014
"WK059918","Wijk 18 Spaanse Polder","Rotterdam",67,120,184,20,204,27.5,100,35,NA,2014
"WK059919","Wijk 19 Nieuw Mathenesse","Rotterdam",13,15,123,84,207,NA,0,7,NA,2014
"WK059921","Wijk 21 Waalhaven","Rotterdam",4,35,887,597,1484,NA,0,41,NA,2014
"WK059922","Wijk 22 Vondelingenplaat","Rotterdam",NA,0,683,231,914,NA,0,2,NA,2014
"WK059923","Wijk 23 Botlek","Rotterdam",0,10,5841,7720,13561,NA,0,5,NA,2014
"WK059924","Wijk 24 Bedrijvenpark Noord-West","Rotterdam",13,15,111,6,116,NA,0,1,NA,2014
"WK059925","Wijk 25 Rivium","Rotterdam",NA,0,10,2,12,NA,0,0,NA,2014
"WK059926","Wijk 26 Bedrijventerrein Schieveen","Rotterdam",NA,0,152,0,152,NA,0,0,NA,2014
"WK059927","Wijk 27 Rozenburg","Rotterdam",2737,12375,452,198,650,30.6,9500,5715,156,2014
"WK001400","Centrum","Groningen",9450,21560,228,13,241,21.4,18900,10850,151,2015
"WK001401","Oud-Zuid","Groningen",5509,20350,369,17,387,24.3,17500,10431,148,2015
"WK001402","Oud-West","Groningen",13148,14780,112,6,118,25.4,12500,7059,166,2015
"WK001403","Oud-Noord","Groningen",10258,18215,178,9,186,20.2,15400,9409,121,2015
"WK001404","Oosterparkwijk","Groningen",7763,11680,150,14,165,23.2,9800,6612,125,2015
"WK001405","Zuidoost","Groningen",216,2025,937,64,1001,40.6,1500,870,214,2015
"WK001406","Helpman e.o.","Groningen",4351,18875,434,6,439,33.3,14800,9736,184,2015
"WK001407","Zuidwest","Groningen",2908,11020,379,56,435,32.6,8600,6038,184,2015
"WK001408","Hoogkerk e.o.","Groningen",888,12245,1378,177,1555,29.3,9000,4810,184,2015
"WK001409","Nieuw-West","Groningen",2406,16870,701,44,745,24.8,12800,7009,156,2015
"WK001410","Noordwest","Groningen",3607,17885,496,29,524,21.3,13500,9865,121,2015
"WK001411","Noordoost","Groningen",1585,16635,1050,21,1071,26.7,12600,7470,137,2015
"WK001412","Noorddijk e.o.","Groningen",2182,16510,756,50,806,27.4,12700,7303,150,2015
"WK001413","Meerdorpen","Groningen",159,1040,658,43,700,33.2,800,443,231,2015
"WK034401","Wijk 01 West","Utrecht",3526,28550,810,89,898,33.1,22500,12283,201,2015
"WK034402","Wijk 02 Noordwest","Utrecht",9959,43830,440,13,453,26.7,35900,19949,165,2015
"WK034403","Wijk 03 Overvecht","Utrecht",4107,33715,821,27,848,22.5,25200,15410,136,2015
"WK034404","Wijk 04 Noordoost","Utrecht",7543,37615,499,9,507,38.5,29700,17643,267,2015
"WK034405","Wijk 05 Oost","Utrecht",2977,32140,1080,24,1104,34.2,25900,14618,297,2015
"WK034406","Wijk 06 Binnenstad","Utrecht",6741,17545,260,10,271,36.9,15100,9097,268,2015
"WK034407","Wijk 07 Zuid","Utrecht",5867,27190,463,10,473,30,21600,12939,174,2015
"WK034408","Wijk 08 Zuidwest","Utrecht",7391,37250,504,51,555,27.6,28400,16549,160,2015
"WK034409","Wijk 09 Leidsche Rijn","Utrecht",2852,30075,1055,71,1126,40.1,20600,11526,242,2015
"WK034410","Wijk 10 Vleuten-De Meern","Utrecht",1324,46250,3495,190,3685,38.4,32800,17497,261,2015
"WK036300","Stadsdeel Centrum","Amsterdam",13754,86360,628,176,804,41.8,71000,53937,319,2015
"WK036301","Stadsdeel Westpoort","Amsterdam",16,405,2605,924,3528,27,300,105,185,2015
"WK036302","Stadsdeel West","Amsterdam",16344,142640,873,117,990,32,115400,76991,214,2015
"WK036303","Stadsdeel Nieuw-West","Amsterdam",5046,146575,2905,348,3253,27.2,108800,63823,180,2015
"WK036304","Stadsdeel Zuid","Amsterdam",9072,141390,1559,183,1741,44.9,114000,77969,308,2015
"WK036305","Stadsdeel Oost","Amsterdam",7236,128595,1777,475,2252,34.2,98600,63941,235,2015
"WK036306","Stadsdeel Noord","Amsterdam",2166,91285,4214,685,4898,26,69400,41557,176,2015
"WK036307","Stadsdeel Zuidoost","Amsterdam",4163,84455,2029,182,2211,24.2,64100,38643,141,2015
"WK051801","Wijk 01 Oostduinen","'s-Gravenhage",NA,0,301,10,311,NA,0,2,NA,2015
"WK051802","Wijk 02 Belgisch Park","'s-Gravenhage",7881,7955,101,0,101,42.5,5900,4091,294,2015
"WK051803","Wijk 03 Westbroekpark en Duttendel","'s-Gravenhage",1082,1855,172,8,179,70.3,1300,1245,551,2015
"WK051804","Wijk 04 Benoordenhout","'s-Gravenhage",4966,13320,268,6,274,63.5,9300,7350,366,2015
"WK051805","Wijk 05 Archipelbuurt","'s-Gravenhage",6579,5720,87,0,87,66.9,4200,3591,376,2015
"WK051806","Wijk 06 Van Stolkpark en Scheveningse Bosjes","'s-Gravenhage",718,775,108,3,111,77.4,500,456,560,2015
"WK051807","Wijk 07 Scheveningen","'s-Gravenhage",7907,16720,212,0,212,33.1,13000,9711,214,2015
"WK051808","Wijk 08 Duindorp","'s-Gravenhage",7008,5930,85,0,85,27.3,4500,2833,153,2015
"WK051809","Wijk 09 Geuzen- en Statenkwartier","'s-Gravenhage",10229,13615,133,2,135,49.7,9800,7068,330,2015
"WK051810","Wijk 10 Zorgvliet","'s-Gravenhage",483,415,86,1,88,88,300,347,519,2015
"WK051811","Wijk 11 Duinoord","'s-Gravenhage",12844,8345,65,3,68,43.8,6400,3987,283,2015
"WK051812","Wijk 12 Bomen- en Bloemenbuurt","'s-Gravenhage",10215,14390,141,2,142,35.7,11300,7656,202,2015
"WK051813","Wijk 13 Vogelwijk","'s-Gravenhage",1958,5095,260,0,260,60.1,3600,2126,513,2015
"WK051814","Wijk 14 Bohemen en Meer en Bos","'s-Gravenhage",3857,4745,123,4,127,36.2,4000,3057,196,2015
"WK051815","Wijk 15 Kijkduin en Ockenburgh","'s-Gravenhage",509,2190,431,10,440,47.3,1700,1062,429,2015
"WK051816","Wijk 16 Kraayenstein en de Uithof","'s-Gravenhage",1601,4850,303,33,336,37.2,3700,2456,243,2015
"WK051817","Wijk 17 Loosduinen","'s-Gravenhage",6383,17245,270,4,274,29.1,13600,8543,168,2015
"WK051818","Wijk 18 Waldeck","'s-Gravenhage",9264,16810,181,4,185,28.4,13500,9758,155,2015
"WK051819","Wijk 19 Vruchtenbuurt","'s-Gravenhage",9358,9690,104,0,104,37.3,7500,4516,207,2015
"WK051820","Wijk 20 Valkenboskwartier","'s-Gravenhage",17219,18270,106,1,107,28.1,14200,9416,142,2015
"WK051821","Wijk 21 Regentessekwartier","'s-Gravenhage",14265,13040,91,3,94,30.9,10300,6815,172,2015
"WK051822","Wijk 22 Zeeheldenkwartier","'s-Gravenhage",13740,11165,81,0,81,35.7,8600,6561,211,2015
"WK051823","Wijk 23 Willemspark","'s-Gravenhage",4267,1470,35,0,35,57,1200,1156,298,2015
"WK051824","Wijk 24 Haagse Bos","'s-Gravenhage",333,390,117,10,128,43.9,300,419,156,2015
"WK051825","Wijk 25 Mariahoeve en Marlot","'s-Gravenhage",4627,14045,304,5,309,31.5,10900,8487,132,2015
"WK051826","Wijk 26 Bezuidenhout","'s-Gravenhage",8535,16395,192,1,193,38.8,12800,9333,185,2015
"WK051827","Wijk 27 Stationsbuurt","'s-Gravenhage",11903,11155,94,0,94,24,8200,6314,123,2015
"WK051828","Wijk 28 Centrum","'s-Gravenhage",9013,18145,201,3,205,33.4,14600,11729,184,2015
"WK051829","Wijk 29 Schildersbuurt","'s-Gravenhage",21547,31555,146,0,146,17.8,22100,12653,108,2015
