"district_code","district_name","municipality","pop_density","pop","land_ha","water_ha","tot_ha","av_inc_rec","num_inc_rec","house_stock","av_house_val","year"
"WK036300","Burgwallen-Oude Zijde","Amsterdam",12784,4465,35,6,40,36.2,3900,2971,469,2020
"WK036301","Burgwallen-Nieuwe Zijde","Amsterdam",7236,4130,57,16,73,41.6,3600,2961,482,2020
"WK036302","Grachtengordel-West","Amsterdam",14380,6435,45,12,57,73.5,5200,4309,814,2020
"WK036303","Grachtengordel-Zuid","Amsterdam",10463,5435,52,12,64,75.1,4400,3489,818,2020
"WK036304","Nieuwmarkt/Lastage","Amsterdam",13652,9710,71,36,107,44.5,8200,6221,492,2020
"WK036305","Haarlemmerbuurt","Amsterdam",16948,9275,55,27,81,44.7,7700,5653,524,2020
"WK036306","Jordaan","Amsterdam",23247,19400,83,11,95,43.8,16700,13201,468,2020
"WK036307","De Weteringschans","Amsterdam",13122,7295,56,9,65,60.4,6000,4656,613,2020
"WK036308","Weesperbuurt/Plantage","Amsterdam",9633,7480,78,14,92,52,5700,4291,543,2020
"WK036309","Oostelijke Eilanden/Kadijken","Amsterdam",13870,13690,99,32,130,38.7,11100,7241,439,2020
"WK036310","Westelijk Havengebied","Amsterdam",5,105,2010,889,2899,NA,100,30,NA,2020
"WK036311","Bedrijventerrein Sloterdijk","Amsterdam",116,835,720,50,770,25.3,600,646,146,2020
"WK036312","Houthavens","Amsterdam",8989,2950,33,59,92,69.2,2300,1617,683,2020
"WK036313","Spaarndammer- en Zeeheldenbuurt","Amsterdam",7890,10780,137,4,141,34.8,8800,6031,389,2020
"WK036314","Staatsliedenbuurt","Amsterdam",27685,13105,47,6,53,39,11100,7822,389,2020
"WK036315","Centrale Markt","Amsterdam",4741,2465,52,5,57,37.8,2000,1245,447,2020
"WK036316","Frederik Hendrikbuurt","Amsterdam",23076,8280,36,6,42,42,6900,5122,399,2020
"WK036317","Da Costabuurt","Amsterdam",21439,4660,22,4,26,46.3,4000,2681,474,2020
"WK036318","Kinkerbuurt","Amsterdam",26452,6670,25,2,27,43,5300,3807,416,2020
"WK036319","Van Lennepbuurt","Amsterdam",28378,7085,25,4,29,36.4,6100,4396,375,2020
"WK036320","Helmersbuurt","Amsterdam",21968,7360,34,1,35,52.1,6200,4270,539,2020
"WK036321","Overtoomse Sluis","Amsterdam",26868,8010,30,1,31,50.9,6700,4611,479,2020
"WK036322","Vondelbuurt","Amsterdam",8163,1770,22,0,22,74.1,1300,943,966,2020
"WK036323","Zuidas","Amsterdam",1864,3950,212,5,217,75,3000,2489,509,2020
"WK036324","Oude Pijp","Amsterdam",23344,14820,63,5,68,45.1,12600,9394,460,2020
"WK036325","Nieuwe Pijp","Amsterdam",24213,12435,51,3,54,43.4,10600,7730,436,2020
"WK036326","Zuid Pijp","Amsterdam",23213,8195,35,4,39,31.9,6800,4621,408,2020
"WK036327","Weesperzijde","Amsterdam",15947,5895,37,8,45,49.3,4700,3015,507,2020
"WK036328","Oosterparkbuurt","Amsterdam",15061,10880,72,3,75,37.9,9000,6196,415,2020
"WK036329","Dapperbuurt","Amsterdam",17219,10225,59,2,61,36.2,8200,5522,420,2020
"WK036330","Transvaalbuurt","Amsterdam",25008,9230,37,1,38,33.1,7600,4723,400,2020
"WK036331","Indische Buurt West","Amsterdam",26742,12530,47,1,48,33.6,10400,6706,366,2020
"WK036332","Indische Buurt Oost","Amsterdam",10557,9920,94,36,129,30.4,8000,4964,377,2020
"WK036333","Oostelijk Havengebied","Amsterdam",12255,18925,154,227,381,48.5,15400,9176,518,2020
"WK036334","Zeeburgereiland/Nieuwe Diep","Amsterdam",1899,4705,248,78,325,37.6,3600,2735,324,2020
"WK036335","IJburg West","Amsterdam",14016,15730,112,15,127,48.1,11300,6265,513,2020
"WK036336","Sloterdijk","Amsterdam",448,540,120,1,121,51.2,400,243,474,2020
"WK036337","Landlust","Amsterdam",18647,19055,102,7,109,33.9,15400,9667,350,2020
"WK036338","Erasmuspark","Amsterdam",16186,5870,36,4,41,38.5,4900,3082,354,2020
"WK036339","De Kolenkit","Amsterdam",14881,10725,72,2,74,29.6,8000,5537,304,2020
"WK036340","Geuzenbuurt","Amsterdam",24844,6845,28,2,29,40.6,5800,3689,407,2020
"WK036341","Van Galenbuurt","Amsterdam",26651,7685,29,1,29,32.5,4800,3216,350,2020
"WK036342","Hoofdweg e.o.","Amsterdam",26131,10435,40,2,42,35,8700,5787,355,2020
"WK036343","Westindische Buurt","Amsterdam",21845,6960,32,3,35,43.5,5800,3631,430,2020
"WK036344","Hoofddorppleinbuurt","Amsterdam",13979,11865,85,11,96,48.6,9900,6525,441,2020
"WK036345","Schinkelbuurt","Amsterdam",13667,3960,29,6,35,44.3,3400,2389,436,2020
"WK036346","Willemspark","Amsterdam",8636,5515,64,6,70,98.4,4000,2656,1050,2020
"WK036347","Museumkwartier","Amsterdam",9609,12625,131,7,139,89.2,9700,6848,1002,2020
"WK036348","Stadionbuurt","Amsterdam",12456,11925,96,12,107,45,9800,6559,480,2020
"WK036349","Apollobuurt","Amsterdam",9655,8535,88,6,94,91.9,6000,3896,1175,2020
"WK036350","IJburg Oost","Amsterdam",NA,0,40,0,40,NA,0,0,NA,2020
"WK036351","IJburg Zuid","Amsterdam",12467,8265,66,6,73,47.3,5500,3081,525,2020
"WK036352","Scheldebuurt","Amsterdam",15158,14995,99,2,101,51.7,12200,7731,554,2020
"WK036353","IJselbuurt","Amsterdam",20649,5290,26,4,29,39.7,4600,3011,421,2020
"WK036354","Rijnbuurt","Amsterdam",9490,9160,97,14,110,42.3,7900,5284,420,2020
"WK036355","Frankendael","Amsterdam",7356,11640,158,9,167,38.8,8800,6146,374,2020
"WK036356","Middenmeer","Amsterdam",5572,15790,283,19,302,47.8,12100,8019,468,2020
"WK036357","Betondorp","Amsterdam",2971,3230,109,5,113,28.2,2700,1957,345,2020
"WK036358","Omval/Overamstel","Amsterdam",1785,5080,285,35,320,50.5,4200,3908,NA,2020
"WK036359","Prinses Irenebuurt e.o.","Amsterdam",3509,1345,38,5,43,80.9,1000,695,930,2020
"WK036360","Volewijck","Amsterdam",8005,9565,119,12,131,26.4,7600,4879,289,2020
"WK036361","IJplein/Vogelbuurt","Amsterdam",6964,8255,119,27,145,27.3,6600,4151,329,2020
"WK036362","Tuindorp Nieuwendam","Amsterdam",8238,3540,43,4,47,28.7,2900,1842,316,2020
"WK036363","Tuindorp Buiksloot","Amsterdam",11182,1885,17,0,17,27.4,1500,912,304,2020
"WK036364","Nieuwendammerdijk/Buiksloterdijk","Amsterdam",4622,1655,36,8,43,54.7,1200,629,659,2020
"WK036365","Tuindorp Oostzaan","Amsterdam",7522,11955,159,11,170,30.6,9300,5398,321,2020
"WK036366","Oostzanerwerf","Amsterdam",3506,8885,253,79,332,31,7100,3689,329,2020
"WK036367","Kadoelen","Amsterdam",2584,3485,135,15,150,39.6,2600,1345,468,2020
"WK036368","Waterlandpleinbuurt","Amsterdam",9258,13190,142,9,151,27.7,9700,5621,303,2020
"WK036369","Buikslotermeer","Amsterdam",7387,11160,151,4,155,26.9,8700,5301,297,2020
"WK036370","Banne Buiksloot","Amsterdam",8922,14780,166,17,183,27.9,11200,6051,312,2020
"WK036371","Noordelijke IJ-oevers West","Amsterdam",1903,4760,250,155,405,44.7,3800,3473,311,2020
"WK036372","Noordelijke IJ-oevers Oost","Amsterdam",435,300,68,43,111,34.9,200,197,274,2020
"WK036373","Waterland","Amsterdam",96,2380,2477,298,2775,45.3,1800,895,704,2020
"WK036374","Elzenhagen","Amsterdam",4230,3455,82,4,86,39.9,2600,1620,353,2020
"WK036375","Chassébuurt","Amsterdam",24300,6160,25,2,28,36.8,4900,2975,420,2020
"WK036376","Slotermeer-Noordoost","Amsterdam",9840,9480,96,5,102,26.4,7000,4144,254,2020
"WK036377","Slotermeer-Zuidwest","Amsterdam",8018,18025,225,56,281,26.8,13700,8039,251,2020
"WK036378","Geuzenveld","Amsterdam",12521,16535,132,9,141,26.8,11800,6245,292,2020
"WK036379","Eendracht","Amsterdam",1121,2450,219,23,242,32.8,1900,933,365,2020
"WK036380","Lutkemeer/Ookmeer","Amsterdam",228,1215,533,36,569,36.6,700,308,597,2020
"WK036381","Osdorp-Oost","Amsterdam",10584,16680,158,19,177,29.3,13000,7928,283,2020
"WK036382","Osdorp-Midden","Amsterdam",15219,15710,103,8,112,29.3,11400,6616,293,2020
"WK036383","De Punt","Amsterdam",10409,6225,60,0,60,27.6,4400,2639,251,2020
"WK036384","Middelveldsche Akerpolder","Amsterdam",9590,14470,151,14,164,37.3,11200,5383,410,2020
"WK036385","Slotervaart Noord","Amsterdam",7331,8140,111,44,155,31.8,6000,3430,347,2020
"WK036386","Overtoomse Veld","Amsterdam",9727,14145,145,9,154,33.1,10600,5900,320,2020
"WK036387","Westlandgracht","Amsterdam",8033,11350,141,8,150,38.9,9000,6611,305,2020
"WK036388","Sloter-/Riekerpolder","Amsterdam",3007,14035,467,127,594,39.6,11200,5735,409,2020
"WK036389","Slotervaart Zuid","Amsterdam",8653,10810,125,6,131,29,8200,5060,312,2020
"WK036390","Buitenveldert-West","Amsterdam",4784,13615,285,71,355,47.2,10700,7535,463,2020
"WK036391","Buitenveldert-Oost","Amsterdam",5285,8100,153,17,170,43.5,6100,4555,425,2020
"WK036392","Amstel III/Bullewijk","Amsterdam",149,745,498,29,527,NA,600,398,118,2020
"WK036393","Bijlmer Centrum (D,F,H)","Amsterdam",8236,24935,303,13,316,25.4,19000,12775,197,2020
"WK036394","Bijlmer Oost (E,G,K)","Amsterdam",8039,29770,370,37,408,27.9,23300,13003,252,2020
"WK036395","Nellestein","Amsterdam",1388,3035,219,76,295,34.8,2500,1675,242,2020
"WK036396","Holendrecht/Reigersbos","Amsterdam",7084,18385,260,12,271,26.6,14400,8336,247,2020
"WK036397","Gein","Amsterdam",6177,11325,183,9,192,29.9,9000,5142,254,2020
"WK036398","Driemond","Amsterdam",925,1625,175,27,202,36.1,1300,676,358,2020
"WK051801","Wijk 01 Oostduinen","'s-Gravenhage",NA,0,308,10,318,NA,0,1,NA,2020
"WK051802","Wijk 02 Belgisch Park","'s-Gravenhage",7880,8350,106,0,106,46.6,6100,4141,398,2020
"WK051803","Wijk 03 Westbroekpark en Duttendel","'s-Gravenhage",1265,2170,172,8,179,68.3,1500,1226,598,2020
"WK051804","Wijk 04 Benoordenhout","'s-Gravenhage",5343,14330,268,6,274,66,10000,7730,497,2020
"WK051805","Wijk 05 Archipelbuurt","'s-Gravenhage",7066,6145,87,0,87,67,4600,3699,524,2020
"WK051806","Wijk 06 Van Stolkpark en Scheveningse Bosjes","'s-Gravenhage",687,745,108,3,111,86.4,500,473,693,2020
"WK051807","Wijk 07 Scheveningen","'s-Gravenhage",7936,18275,230,0,230,38.1,14200,10499,290,2020
"WK051808","Wijk 08 Duindorp","'s-Gravenhage",6510,5895,91,0,91,30.9,4500,2840,232,2020
"WK051809","Wijk 09 Geuzen- en Statenkwartier","'s-Gravenhage",10501,13980,133,2,135,55.9,9900,7261,459,2020
"WK051810","Wijk 10 Zorgvliet","'s-Gravenhage",723,625,86,1,88,69.4,500,391,740,2020
"WK051811","Wijk 11 Duinoord","'s-Gravenhage",12507,8145,65,3,68,54.7,6100,4339,403,2020
"WK051812","Wijk 12 Bomen- en Bloemenbuurt","'s-Gravenhage",10494,14785,141,2,142,40.3,11500,7748,304,2020
"WK051813","Wijk 13 Vogelwijk","'s-Gravenhage",1967,5335,271,0,271,63.4,3800,2125,700,2020
"WK051814","Wijk 14 Bohemen en Meer en Bos","'s-Gravenhage",3960,4875,123,4,127,40.3,4100,3108,279,2020
"WK051815","Wijk 15 Kijkduin en Ockenburgh","'s-Gravenhage",512,2390,467,10,476,51,1800,1170,494,2020
"WK051816","Wijk 16 Kraayenstein en Vroondaal","'s-Gravenhage",2253,6805,302,34,336,46,4800,3006,349,2020
"WK051817","Wijk 17 Loosduinen","'s-Gravenhage",6683,18060,270,4,274,31.6,14100,8791,219,2020
"WK051818","Wijk 18 Waldeck","'s-Gravenhage",9652,17515,181,4,185,31.7,14100,9988,217,2020
"WK051819","Wijk 19 Vruchtenbuurt","'s-Gravenhage",9528,9870,104,0,104,41.9,7600,4565,322,2020
"WK051820","Wijk 20 Valkenboskwartier","'s-Gravenhage",17417,18485,106,1,107,32.9,14600,9640,221,2020
"WK051821","Wijk 21 Regentessekwartier","'s-Gravenhage",15160,13865,91,3,94,36.8,11000,7477,241,2020
"WK051822","Wijk 22 Zeeheldenkwartier","'s-Gravenhage",15114,12270,81,0,81,40.8,9200,6575,298,2020
"WK051823","Wijk 23 Willemspark","'s-Gravenhage",4846,1605,33,1,35,68.2,1200,1176,440,2020
"WK051824","Wijk 24 Haagse Bos","'s-Gravenhage",401,465,117,11,128,47,300,433,198,2020
"WK051825","Wijk 25 Mariahoeve en Marlot","'s-Gravenhage",4946,15045,304,5,309,34.8,11500,8697,208,2020
"WK051826","Wijk 26 Bezuidenhout","'s-Gravenhage",9045,17425,193,0,193,43.8,13500,9973,279,2020
"WK051827","Wijk 27 Stationsbuurt","'s-Gravenhage",13794,12515,91,3,94,28.6,9200,7126,175,2020
"WK051828","Wijk 28 Centrum","'s-Gravenhage",10233,20265,198,7,205,37.2,16300,12632,265,2020
"WK051829","Wijk 29 Schildersbuurt","'s-Gravenhage",21722,31640,146,1,146,21.7,23100,12481,158,2020
"WK051830","Wijk 30 Transvaalkwartier","'s-Gravenhage",20025,16405,82,0,82,23.4,11800,6155,161,2020
"WK051831","Wijk 31 Rustenburg en Oostbroek","'s-Gravenhage",20261,19010,94,1,95,27.7,14400,8488,161,2020
"WK051832","Wijk 32 Leyenburg","'s-Gravenhage",11770,15170,129,6,135,31.3,12200,7895,182,2020
"WK051833","Wijk 33 Bouwlust en Vrederust","'s-Gravenhage",7072,29500,417,11,428,26.2,21600,12779,172,2020
"WK051834","Wijk 34 Morgenstond","'s-Gravenhage",12034,20240,168,1,169,27.3,15400,9988,157,2020
"WK051835","Wijk 35 Zuiderpark","'s-Gravenhage",171,170,98,10,108,23.8,200,101,134,2020
"WK051836","Wijk 36 Moerwijk","'s-Gravenhage",11984,21385,178,2,180,24.3,15800,10462,139,2020
"WK051837","Wijk 37 Groente- en Fruitmarkt","'s-Gravenhage",11859,5300,45,5,50,25.5,3800,1700,186,2020
"WK051838","Wijk 38 Laakkwartier en Spoorwijk","'s-Gravenhage",16070,43030,268,13,281,25.2,32100,19979,159,2020
"WK051839","Wijk 39 Binckhorst","'s-Gravenhage",2048,2750,134,11,146,41.7,800,595,222,2020
"WK051840","Wijk 40 Wateringse Veld","'s-Gravenhage",7392,22360,303,25,328,39.7,16200,7794,349,2020
"WK051841","Wijk 41 Hoornwijk","'s-Gravenhage",97,345,357,15,372,33.2,300,117,512,2020
"WK051842","Wijk 42 Ypenburg","'s-Gravenhage",5990,27145,453,51,505,42,19800,9714,353,2020
"WK051843","Wijk 43 Forepark","'s-Gravenhage",46,135,295,9,304,54.2,100,47,573,2020
"WK051844","Wijk 44 Leidschenveen","'s-Gravenhage",5972,20885,350,26,376,41.9,15200,7367,366,2020
"WK059901","Rotterdam Centrum","Rotterdam",8732,36090,413,75,488,40.8,28800,19982,288,2020
"WK059903","Delfshaven","Rotterdam",14908,76855,516,81,596,28.8,59500,35270,195,2020
"WK059904","Overschie","Rotterdam",1286,19205,1494,87,1580,36.7,14200,8627,236,2020
"WK059905","Noord","Rotterdam",10254,52495,512,23,535,34.1,42600,27454,240,2020
"WK059906","Hillegersberg-Schiebroek","Rotterdam",3840,44735,1165,161,1326,44.4,33300,20801,339,2020
"WK059908","Kralingen-Crooswijk","Rotterdam",5226,54495,1043,234,1277,34.8,41300,28105,267,2020
"WK059910","Feijenoord","Rotterdam",11567,76595,662,193,855,28.4,58300,35913,192,2020
"WK059912","IJsselmonde","Rotterdam",5206,61365,1179,130,1309,28.7,46600,28682,169,2020
"WK059913","Pernis","Rotterdam",3091,4880,158,4,162,33.3,3900,2259,194,2020
"WK059914","Prins Alexander","Rotterdam",5521,95965,1738,122,1860,35,75800,45869,241,2020
"WK059915","Charlois","Rotterdam",6203,69400,1119,71,1190,26.6,52500,33969,140,2020
"WK059916","Hoogvliet","Rotterdam",3756,35190,937,99,1036,31.2,27800,16101,189,2020
"WK059917","Hoek van Holland","Rotterdam",726,10370,1428,436,1863,34.1,8600,5764,257,2020
"WK059918","Spaanse Polder","Rotterdam",55,100,184,20,204,NA,100,30,299,2020
"WK059919","Nieuw Mathenesse","Rotterdam",531,655,123,84,207,35.8,500,867,158,2020
"WK059921","Waalhaven-Eemhaven","Rotterdam",3,30,903,598,1501,NA,0,36,348,2020
"WK059922","Vondelingenplaat","Rotterdam",NA,0,722,229,951,NA,0,0,NA,2020
"WK059923","Botlek-Europoort-Maasvlakte","Rotterdam",NA,0,6736,4823,11560,NA,0,5,NA,2020
"WK059924","Rotterdam-Noord-West","Rotterdam",NA,5,111,6,116,NA,0,1,NA,2020
"WK059925","Rivium","Rotterdam",NA,0,10,2,12,NA,0,0,NA,2020
"WK059926","Bedrijventerrein Schieveen","Rotterdam",NA,0,152,0,152,NA,0,0,NA,2020
"WK059927","Rozenburg","Rotterdam",2770,12515,452,198,650,33.5,10000,5826,187,2020
"WK001400","Centrum","Groningen",10059,22735,226,16,241,26.2,19000,12546,218,2021
"WK001401","Oud-Zuid","Groningen",5323,19695,370,17,387,29.7,16800,10808,209,2021
"WK001402","Oud-West","Groningen",12553,14055,112,6,118,30.9,11800,7545,234,2021
"WK001403","Oud-Noord","Groningen",10342,18405,178,9,186,26.2,15400,10548,175,2021
"WK001404","Oosterparkwijk","Groningen",8291,12355,149,16,165,28.8,10400,7466,191,2021
"WK001405","Zuidoost","Groningen",349,3290,942,59,1001,43.8,2700,1723,276,2021
"WK001406","Helpman e.o.","Groningen",4450,19315,434,6,439,39.6,15400,10148,256,2021
"WK001407","Zuidwest","Groningen",2837,10750,379,56,435,36.8,8800,6125,247,2021
"WK001408","Hoogkerk e.o.","Groningen",852,12210,1433,126,1558,32.7,9400,4822,247,2021
"WK001409","Nieuw-West","Groningen",2633,18460,701,44,745,29.6,14200,8683,209,2021
"WK001410","Noordwest","Groningen",3696,18335,496,28,524,24.6,14200,9889,177,2021
"WK001411","Noordoost","Groningen",1512,15870,1050,22,1071,30.5,12600,7600,191,2021
"WK001412","Noorddijk e.o.","Groningen",2172,16355,753,54,806,31.8,13000,7503,210,2021
"WK001413","Meerdorpen","Groningen",165,1075,653,43,696,37.6,800,443,311,2021
"WK001414","Meerstad e.o.","Groningen",160,2595,1618,158,1776,47.3,1700,716,376,2021
"WK001415","Ten Boer e.o.","Groningen",200,5885,2940,30,2969,32.4,4600,2484,222,2021
"WK001416","Ten Post e.o.","Groningen",82,1310,1591,12,1603,33,1100,635,200,2021
"WK001417","Haren-West e.o.","Groningen",912,12840,1408,336,1744,48.2,9700,5923,377,2021
"WK001418","Haren-Oost e.o.","Groningen",1130,5115,453,8,461,35.5,4000,2200,270,2021
"WK001419","Glimmen-Onnen-Noordlaren","Groningen",97,2605,2676,193,2868,45.6,2100,1115,455,2021
"WK034401","Wijk 01 West","Utrecht",3612,29255,810,88,898,42,23500,12979,349,2021
"WK034402","Wijk 02 Noordwest","Utrecht",10211,44930,440,14,453,35.6,37100,21185,304,2021
"WK034403","Wijk 03 Overvecht","Utrecht",4175,34155,818,30,848,27.6,26000,16034,227,2021
"WK034404","Wijk 04 Noordoost","Utrecht",7934,39510,498,9,507,46.2,31600,17356,443,2021
"WK034405","Wijk 05 Oost","Utrecht",2999,32205,1074,30,1104,42.3,26100,14271,458,2021
"WK034406","Wijk 06 Binnenstad","Utrecht",7463,19405,260,11,271,44.6,16700,10411,440,2021
"WK034407","Wijk 07 Zuid","Utrecht",6050,27770,459,14,473,36.2,22400,13397,295,2021
"WK034408","Wijk 08 Zuidwest","Utrecht",7643,38675,506,49,555,34.9,30900,18744,278,2021
"WK034409","Wijk 09 Leidsche Rijn","Utrecht",4086,42780,1047,79,1126,46.3,30600,16701,401,2021
"WK034410","Wijk 10 Vleuten-De Meern","Utrecht",1455,50500,3471,214,3685,45.1,37100,18593,425,2021
"WK036300","Burgwallen-Oude Zijde","Amsterdam",12914,4520,35,6,40,39,3900,2974,473,2021
"WK036301","Burgwallen-Nieuwe Zijde","Amsterdam",7060,4025,57,16,73,44.3,3500,2972,495,2021
"WK036302","Grachtengordel-West","Amsterdam",14147,6365,45,12,57,73.7,5200,4317,822,2021
"WK036303","Grachtengordel-Zuid","Amsterdam",10350,5380,52,12,64,96.3,4400,3502,835,2021
"WK036304","Nieuwmarkt/Lastage","Amsterdam",13561,9630,71,36,107,48.4,8100,6240,516,2021
"WK036305","Haarlemmerbuurt","Amsterdam",16678,9175,55,27,81,47.1,7700,5655,538,2021
"WK036306","Jordaan","Amsterdam",23380,19405,83,11,95,46.1,16700,13217,485,2021
"WK036307","De Weteringschans","Amsterdam",13088,7330,56,9,65,58.2,6100,4665,622,2021
"WK036308","Weesperbuurt/Plantage","Amsterdam",9671,7545,78,14,92,53.2,5900,4306,561,2021
"WK036309","Oostelijke Eilanden/Kadijken","Amsterdam",13852,13715,99,32,130,40.3,11200,7251,449,2021
"WK036310","Westelijk Havengebied","Amsterdam",7,145,2010,889,2899,27,100,30,NA,2021
"WK036311","Bedrijventerrein Sloterdijk","Amsterdam",119,860,720,50,770,25.9,700,645,146,2021
"WK036312","Houthavens","Amsterdam",11176,3685,33,59,92,76.1,2800,1770,707,2021
"WK036313","Spaarndammer- en Zeeheldenbuurt","Amsterdam",7777,10655,137,4,141,36.4,8700,6108,380,2021
"WK036314","Staatsliedenbuurt","Amsterdam",27464,12910,47,6,53,42.4,11000,7823,393,2021
"WK036315","Centrale Markt","Amsterdam",4648,2415,52,5,57,42.4,2000,1246,447,2021
"WK036316","Frederik Hendrikbuurt","Amsterdam",22975,8270,36,6,42,44.6,7000,5125,406,2021
"WK036317","Da Costabuurt","Amsterdam",21132,4650,22,4,26,48.5,4000,2689,490,2021
"WK036318","Kinkerbuurt","Amsterdam",26956,6735,25,2,27,46.3,5400,3823,428,2021
"WK036319","Van Lennepbuurt","Amsterdam",27824,6955,25,4,29,39.3,6000,4408,389,2021
"WK036320","Helmersbuurt","Amsterdam",21929,7455,34,1,35,55.1,6300,4367,552,2021
"WK036321","Overtoomse Sluis","Amsterdam",26403,7920,30,1,31,54.1,6600,4606,498,2021
"WK036322","Vondelbuurt","Amsterdam",8064,1775,22,0,22,78.9,1400,946,941,2021
"WK036323","Zuidas","Amsterdam",1854,3935,212,5,217,85.1,3000,2487,510,2021
"WK036324","Oude Pijp","Amsterdam",23222,14630,63,5,68,48.4,12600,9456,461,2021
"WK036325","Nieuwe Pijp","Amsterdam",24267,12375,51,3,54,47.6,10700,7801,434,2021
"WK036326","Zuid Pijp","Amsterdam",23083,8080,35,4,39,33.1,6800,4624,410,2021
"WK036327","Weesperzijde","Amsterdam",15995,5915,37,8,45,54.2,4700,3023,507,2021
"WK036328","Oosterparkbuurt","Amsterdam",14758,10625,72,3,75,40.3,8900,6213,420,2021
"WK036329","Dapperbuurt","Amsterdam",17025,10045,59,2,61,38.3,8200,5527,425,2021
"WK036330","Transvaalbuurt","Amsterdam",24600,9100,37,1,38,34.7,7500,4726,408,2021
"WK036331","Indische Buurt West","Amsterdam",26634,12515,47,1,48,35.2,10400,6705,381,2021
"WK036332","Indische Buurt Oost","Amsterdam",10376,9755,94,36,129,31.3,8000,4960,384,2021
"WK036333","Oostelijk Havengebied","Amsterdam",12180,18755,154,227,381,51.2,15400,9177,519,2021
"WK036334","Zeeburgereiland/Nieuwe Diep","Amsterdam",2010,4985,248,78,325,40.2,3800,2942,316,2021
"WK036335","IJburg West","Amsterdam",14021,15705,112,15,127,50.1,11500,6274,508,2021
"WK036336","Sloterdijk","Amsterdam",426,510,120,1,121,53.7,400,243,486,2021
"WK036337","Landlust","Amsterdam",18566,18935,102,7,109,36.1,15400,9702,356,2021
"WK036338","Erasmuspark","Amsterdam",16217,5840,36,4,41,41.4,4900,3082,363,2021
"WK036339","De Kolenkit","Amsterdam",15306,11020,72,2,74,32.7,8300,5475,328,2021
"WK036340","Geuzenbuurt","Amsterdam",24168,6770,28,2,29,43.5,5700,3694,419,2021
"WK036341","Van Galenbuurt","Amsterdam",28434,8245,29,1,29,34.4,4700,3220,355,2021
"WK036342","Hoofdweg e.o.","Amsterdam",25868,10345,40,2,42,37,8700,5790,365,2021
"WK036343","Westindische Buurt","Amsterdam",21363,6835,32,3,35,47.4,5700,3632,444,2021
"WK036344","Hoofddorppleinbuurt","Amsterdam",13858,11775,85,11,96,52.7,9900,6540,446,2021
"WK036345","Schinkelbuurt","Amsterdam",13741,3985,29,6,35,47.2,3400,2411,439,2021
"WK036346","Willemspark","Amsterdam",8700,5565,64,6,70,108.5,4000,2681,1020,2021
"WK036347","Museumkwartier","Amsterdam",9567,12535,131,7,139,90.1,9700,6882,982,2021
"WK036348","Stadionbuurt","Amsterdam",12360,11865,96,12,107,49.1,9700,6569,472,2021
"WK036349","Apollobuurt","Amsterdam",9659,8500,88,6,94,95.5,6100,3910,1154,2021
"WK036350","IJburg Oost","Amsterdam",178,70,40,0,40,NA,0,9,NA,2021
"WK036351","IJburg Zuid","Amsterdam",12356,8155,66,6,73,51.2,5500,3097,530,2021
"WK036352","Scheldebuurt","Amsterdam",14985,14835,99,2,101,55.7,12000,7854,562,2021
"WK036353","IJselbuurt","Amsterdam",20092,5220,26,4,29,41.1,4500,3014,427,2021
"WK036354","Rijnbuurt","Amsterdam",9365,9080,97,14,110,43.7,7900,5296,424,2021
"WK036355","Frankendael","Amsterdam",7527,11895,158,9,167,41.6,9100,6153,386,2021
"WK036356","Middenmeer","Amsterdam",5490,15535,283,19,302,52.4,12100,8026,488,2021
"WK036357","Betondorp","Amsterdam",2878,3135,109,5,113,29.4,2700,1957,361,2021
"WK036358","Omval/Overamstel","Amsterdam",1842,5250,285,35,320,58.5,4400,4007,NA,2021
"WK036359","Prinses Irenebuurt e.o.","Amsterdam",3632,1380,38,5,43,85.1,1000,693,923,2021
"WK036360","Volewijck","Amsterdam",7936,9445,119,12,131,27.6,7500,4879,295,2021
"WK036361","IJplein/Vogelbuurt","Amsterdam",6838,8135,119,27,145,28.8,6600,4152,324,2021
"WK036362","Tuindorp Nieuwendam","Amsterdam",8107,3485,43,4,47,30.4,2900,1842,329,2021
"WK036363","Tuindorp Buiksloot","Amsterdam",11153,1895,17,0,17,28.1,1600,912,318,2021
"WK036364","Nieuwendammerdijk/Buiksloterdijk","Amsterdam",4631,1670,36,8,43,59.3,1200,630,702,2021
"WK036365","Tuindorp Oostzaan","Amsterdam",7555,12010,159,11,170,31.8,9300,5398,331,2021
"WK036366","Oostzanerwerf","Amsterdam",3501,8855,253,79,332,32,7100,3690,332,2021
"WK036367","Kadoelen","Amsterdam",2597,3505,135,15,150,42.6,2600,1347,491,2021
"WK036368","Waterlandpleinbuurt","Amsterdam",9551,13560,142,9,151,29,10000,5753,301,2021
"WK036369","Buikslotermeer","Amsterdam",7408,11185,151,4,155,28.4,8800,5304,287,2021
"WK036370","Banne Buiksloot","Amsterdam",8924,14815,166,17,183,29,11200,6260,310,2021
"WK036371","Noordelijke IJ-oevers West","Amsterdam",2326,5815,250,155,405,46.4,4800,3271,347,2021
"WK036372","Noordelijke IJ-oevers Oost","Amsterdam",366,250,68,43,111,33.2,200,197,264,2021
"WK036373","Waterland","Amsterdam",97,2415,2477,298,2775,48.6,1900,896,741,2021
"WK036374","Elzenhagen","Amsterdam",4701,3855,82,4,86,42.1,2800,1912,310,2021
"WK036375","Chassébuurt","Amsterdam",24396,6095,25,2,28,38.8,5000,2982,435,2021
